(7.87e-6, 7.94e-6, 5.00e-5)	(1.1041992e1, -1.9865390e-6, 1.1223518e-15, 3.8415768e0, -2.6504627e2, 2.4868996e-14, -2.1216137e-15, 5.3483765e-15, -8.3816471e-31, )	(1.4023331e4, 1.9844900e4, 1.9844900e4, )
(7.87e-6, 2.38e-5, 5.00e-5)	(3.6672176e1, 1.3267730e-7, 4.9700067e-15, 8.8984096e0, -2.3162835e2, -7.1054274e-15, 2.0056312e-15, 1.8587685e-14, 2.9582284e-30, )	(4.6573662e4, 3.8441458e4, 3.8441458e4, )
(7.87e-6, 3.97e-5, 5.00e-5)	(6.2254761e1, 6.4176325e-7, 6.3278201e-15, 1.0419368e1, -1.9268230e2, -4.2632564e-14, -3.0523778e-15, 4.5909502e-14, 3.9443045e-30, )	(7.9063542e4, 3.5164149e4, 3.5164149e4, )
(7.87e-6, 5.56e-5, 5.00e-5)	(8.6605591e1, 6.4062576e-7, 1.1737247e-14, 1.1325614e1, -1.6016992e2, 1.4210855e-14, -7.0015362e-15, 4.2920322e-14, 0.0000000e0, )	(1.0998910e5, 3.3417570e4, 3.3417570e4, )
(7.87e-6, 7.14e-5, 5.00e-5)	(1.1016344e2, 6.5008604e-7, 1.4929930e-14, 1.1853074e1, -1.3148802e2, 0.0000000e0, -1.5960002e-15, 2.5329248e-14, 0.0000000e0, )	(1.3990756e5, 3.2158553e4, 3.2158553e4, )
(7.87e-6, 8.73e-5, 5.00e-5)	(1.3226398e2, 6.0079229e-7, 1.7925112e-14, 1.1588418e1, -1.0620108e2, 2.8421709e-14, -1.8742905e-15, 1.5709064e-14, -3.1554436e-30, )	(1.6797524e5, 2.9473678e4, 2.9473678e4, )
(7.87e-6, 1.03e-4, 5.00e-5)	(1.5291861e2, 6.0894546e-7, 2.0724337e-14, 1.1079819e1, -8.4174971e1, -2.8421709e-14, -1.6044099e-15, 1.9241327e-14, 0.0000000e0, )	(1.9420663e5, 2.7067881e4, 2.7067881e4, )
(7.87e-6, 1.19e-4, 5.00e-5)	(1.7211899e2, 5.4504400e-7, 2.3326473e-14, 1.0429910e1, -6.4772209e1, 0.0000000e0, 2.7829135e-15, 4.4348503e-14, -6.3108872e-30, )	(2.1859110e5, 2.4696951e4, 2.4696951e4, )
(7.87e-6, 1.35e-4, 5.00e-5)	(1.8994965e2, 5.4429049e-7, 1.9307233e-14, 9.7517202e0, -4.8076918e1, 2.8421709e-14, -6.5247397e-15, 3.5017781e-14, -6.3108872e-30, )	(2.4123604e5, 2.1969782e4, 2.1969782e4, )
(7.87e-6, 1.51e-4, 5.00e-5)	(2.0646354e2, 4.8872666e-7, 3.4976285e-14, 9.9124521e0, -3.3231479e1, -8.5265128e-14, 3.4130016e-15, 3.8184993e-14, 1.2621774e-29, )	(2.6220868e5, 2.1708967e4, 2.1708967e4, )
