(2.36e-5, 7.22e-4, 5.00e-5)	(-1.3635118860039395e-4, 1.4743584616721664e-6, 8.561747553511889e-20)	-9.896893747338107e-3
(2.36e-5, 7.38e-4, 5.00e-5)	(-1.1039287021649025e-4, 1.5319217239369044e-6, 1.3718697035348496e-20)	-9.897170435230845e-3
(2.36e-5, 7.54e-4, 5.00e-5)	(-8.319761356249421e-5, 1.59145349584618e-6, 9.479172665581718e-20)	-9.89751473929502e-3
(2.36e-5, 7.70e-4, 5.00e-5)	(-5.476842530101987e-5, 1.652762533905297e-6, 5.61927740744996e-20)	-9.897961878542081e-3
(2.36e-5, 7.86e-4, 5.00e-5)	(-2.510957253098853e-5, 1.7152611397869998e-6, 3.663041534992478e-20)	-9.898580697536791e-3
(2.36e-5, 8.02e-4, 5.00e-5)	(5.77287088724528e-6, 1.7775870112209885e-6, 6.231718881495727e-20)	-9.89949659523072e-3
(2.36e-5, 8.17e-4, 5.00e-5)	(3.78709855683201e-5, 1.8361873488309695e-6, 4.6162192688465207e-20)	-9.900966748978089e-3
(2.36e-5, 8.33e-4, 5.00e-5)	(7.11791933868484e-5, 1.88452496528395e-6, 2.989947825137874e-20)	-9.90322376753499e-3
(2.36e-5, 8.49e-4, 5.00e-5)	(1.0569720242456923e-4, 1.914027444450979e-6, 5.253631110365772e-20)	-9.906412628931067e-3
(2.36e-5, 8.65e-4, 5.00e-5)	(1.41430920463483e-4, 1.9149762693375647e-6, 3.057613294320151e-20)	-9.910627508881449e-3
(2.36e-5, 8.81e-4, 5.00e-5)	(1.7839340390418982e-4, 1.8769250519990738e-6, 4.904867706571759e-21)	-9.91591373379827e-3
(2.36e-5, 8.97e-4, 5.00e-5)	(2.166065702941416e-4, 1.7893199686406485e-6, 1.894739464724093e-20)	-9.922246055056549e-3
(2.36e-5, 9.13e-4, 5.00e-5)	(2.5610392554153673e-4, 1.6420386789808102e-6, 6.466131966180514e-20)	-9.929517375778742e-3
(2.36e-5, 9.29e-4, 5.00e-5)	(2.9693523454581134e-4, 1.4273402105058964e-6, 4.10911230034798e-21)	-9.937364201309246e-3
(2.36e-5, 9.44e-4, 5.00e-5)	(3.391734945622945e-4, 1.141171668317258e-6, 6.349892198062836e-20)	-9.945139321880781e-3
(2.36e-5, 9.60e-4, 5.00e-5)	(3.829245085605847e-4, 7.954904680806061e-7, 2.8928818538066983e-20)	-9.950980962553766e-3
(2.36e-5, 9.76e-4, 5.00e-5)	(4.283340787350003e-4, 4.1232170776826627e-7, 1.1045723539139234e-20)	-9.953317880199666e-3
(2.36e-5, 9.92e-4, 5.00e-5)	(4.755489450684891e-4, 1.1420617044475526e-7, -2.337447143707001e-20)	-9.94548328698155e-3
(3.94e-5, 7.94e-6, 5.00e-5)	(-1.566096409979106e-5, 1.9848994657389307e-8, 2.80052870073832e-21)	-9.797447782786217e-3
(3.94e-5, 2.38e-5, 5.00e-5)	(-4.57420883317553e-5, 5.6251706859337224e-8, 4.754810481058284e-22)	-9.797732458977625e-3
(3.94e-5, 3.97e-5, 5.00e-5)	(-7.459695418070265e-5, 8.239612829352923e-8, 3.847875665772376e-21)	-9.798236362095902e-3
(3.94e-5, 5.56e-5, 5.00e-5)	(-1.0221407650641009e-4, 1.014956540832231e-7, -7.250129004126857e-22)	-9.798632172177338e-3
(3.94e-5, 7.14e-5, 5.00e-5)	(-1.2858722760880975e-4, 1.1784956710906066e-7, 3.802527989240861e-21)	-9.798899952554846e-3
(3.94e-5, 8.73e-5, 5.00e-5)	(-1.5371464861070066e-4, 1.3369651438310376e-7, 9.760744381209515e-21)	-9.79906919143571e-3
(3.94e-5, 1.03e-4, 5.00e-5)	(-1.775959469117488e-4, 1.500805130488584e-7, 1.4454010752635072e-20)	-9.799180741366107e-3
(3.94e-5, 1.19e-4, 5.00e-5)	(-2.0023106209021325e-4, 1.6738687703396257e-7, 1.7147713642802258e-20)	-9.799259237958253e-3
(3.94e-5, 1.35e-4, 5.00e-5)	(-2.216199487247285e-4, 1.8573588637075527e-7, 1.7708004765795043e-20)	-9.79931960249008e-3
(3.94e-5, 1.51e-4, 5.00e-5)	(-2.4176253083619005e-4, 2.0513218518094902e-7, 1.931143642505397e-20)	-9.799369724559592e-3
(3.94e-5, 1.67e-4, 5.00e-5)	(-2.6065870924518535e-4, 2.2553973876001868e-7, 2.0093355729327896e-20)	-9.799413990529826e-3
(3.94e-5, 1.83e-4, 5.00e-5)	(-2.7830837600049496e-4, 2.469092835620933e-7, 2.191570674705073e-20)	-9.799454839363873e-3
(3.94e-5, 1.98e-4, 5.00e-5)	(-2.947114239603322e-4, 2.6919064619544497e-7, 2.1547615097884085e-20)	-9.799493716087015e-3
(3.94e-5, 2.14e-4, 5.00e-5)	(-3.098677522539497e-4, 2.9233723618623953e-7, 2.2858149709545836e-20)	-9.799531537716228e-3
(3.94e-5, 2.30e-4, 5.00e-5)	(-3.237772689005178e-4, 3.1630774227937854e-7, 2.2927156167474808e-20)	-9.799568914408146e-3
(3.94e-5, 2.46e-4, 5.00e-5)	(-3.36439891965752e-4, 3.4106654528782517e-7, 2.5142459623625484e-20)	-9.79960631252905e-3
(3.94e-5, 2.62e-4, 5.00e-5)	(-3.478555498425462e-4, 3.665836229397964e-7, 2.431166278336826e-20)	-9.799644072361028e-3
(3.94e-5, 2.78e-4, 5.00e-5)	(-3.580241811968788e-4, 3.9283427002096765e-7, 2.2276139688232176e-20)	-9.799682521335645e-3
(3.94e-5, 2.94e-4, 5.00e-5)	(-3.6694573468432795e-4, 4.197987701837794e-7, 2.0703002458170422e-20)	-9.799721899217427e-3
(3.94e-5, 3.10e-4, 5.00e-5)	(-3.746201686783403e-4, 4.474620781919857e-7, 7.829288360624094e-21)	-9.799762502778923e-3
(3.94e-5, 3.25e-4, 5.00e-5)	(-3.810474509709095e-4, 4.7581354674921575e-7, 7.059931463383074e-21)	-9.79980453414927e-3
(3.94e-5, 3.41e-4, 5.00e-5)	(-3.8622755859208264e-4, 5.048466994397017e-7, 1.3189823168055168e-21)	-9.799848302270651e-3
(3.94e-5, 3.57e-4, 5.00e-5)	(-3.901604776701575e-4, 5.345590581382805e-7, -1.6588405167934025e-22)	-9.799894009702978e-3
(3.94e-5, 3.73e-4, 5.00e-5)	(-3.928462034561199e-4, 5.649520088456839e-7, 6.852317720287601e-21)	-9.799941992664762e-3
(3.94e-5, 3.89e-4, 5.00e-5)	(-3.9428474040576107e-4, 5.960307502992687e-7, -2.833194297915121e-20)	-9.799992489202079e-3
(3.94e-5, 4.05e-4, 5.00e-5)	(-3.9447610193949146e-4, 6.278041752706197e-7, 2.5914585435954748e-20)	-9.800045870345766e-3
(3.94e-5, 4.21e-4, 5.00e-5)	(-3.934203161913667e-4, 6.602849652078094e-7, -2.2770904223228588e-20)	-9.800102446227069e-3
(3.94e-5, 4.37e-4, 5.00e-5)	(-3.911174170914511e-4, 6.934896671452935e-7, -9.70726453512252e-21)	-9.800162638934122e-3
(3.94e-5, 4.52e-4, 5.00e-5)	(-3.87567450407806e-4, 7.274386345676162e-7, -1.3651649905210038e-22)	-9.80022685503993e-3
(3.94e-5, 4.68e-4, 5.00e-5)	(-3.827704742300303e-4, 7.621562529646312e-7, 2.6339508571814824e-21)	-9.800295600023646e-3
(3.94e-5, 4.84e-4, 5.00e-5)	(-3.7672656022614816e-4, 7.976710323579291e-7, 1.0138773383841501e-20)	-9.800369413037826e-3
(3.94e-5, 5.00e-4, 5.00e-5)	(-3.694357953073897e-4, 8.340158096595989e-7, 1.2358992507621362e-20)	-9.800448934432347e-3
(3.94e-5, 5.16e-4, 5.00e-5)	(-3.608982836335464e-4, 8.712279316315611e-7, 1.2144218260600416e-20)	-9.800534885539903e-3
(3.94e-5, 5.32e-4, 5.00e-5)	(-3.51114149178032e-4, 9.093494782280601e-7, 1.4734259526657807e-20)	-9.800628116173542e-3
(3.94e-5, 5.48e-4, 5.00e-5)	(-3.4008353886061615e-4, 9.484274824920592e-7, 2.00972983269054e-20)	-9.800729615267833e-3
(3.94e-5, 5.63e-4, 5.00e-5)	(-3.2780662653235035e-4, 9.885141364629124e-7, 2.5650243590127303e-20)	-9.80084055871192e-3
(3.94e-5, 5.79e-4, 5.00e-5)	(-3.1428361792395376e-4, 1.029666976934222e-6, 2.60949341093596e-20)	-9.800962349682597e-3
(3.94e-5, 5.95e-4, 5.00e-5)	(-2.995147569659619e-4, 1.0719489707028538e-6, 1.901595670488978e-20)	-9.801096687556955e-3
(3.94e-5, 6.11e-4, 5.00e-5)	(-2.835003337982385e-4, 1.1154284878876052e-6, 2.3226991139687805e-20)	-9.80124565210366e-3
(3.94e-5, 6.27e-4, 5.00e-5)	(-2.6624069513217605e-4, 1.1601789858445416e-6, 2.685133192572647e-20)	-9.801411826441078e-3
(3.94e-5, 6.43e-4, 5.00e-5)	(-2.477362577053308e-4, 1.2062783047199239e-6, 2.382573724216071e-20)	-9.801598467494154e-3
(3.94e-5, 6.59e-4, 5.00e-5)	(-2.279875260590348e-4, 1.2538071802109002e-6, 3.0939780678927945e-20)	-9.801809756096543e-3
(3.94e-5, 6.75e-4, 5.00e-5)	(-2.0699511630698628e-4, 1.3028465507570723e-6, 3.7190518880472754e-20)	-9.802051168537995e-3
(3.94e-5, 6.90e-4, 5.00e-5)	(-1.847597884801436e-4, 1.353472585446175e-6, 3.8659839428913856e-20)	-9.802330051745547e-3
(3.94e-5, 7.06e-4, 5.00e-5)	(-1.6128249130555286e-4, 1.405747831144313e-6, 6.281353510158215e-20)	-9.802656533590559e-3
(3.94e-5, 7.22e-4, 5.00e-5)	(-1.365644252823077e-4, 1.4597046219445964e-6, 7.41094552425889e-21)	-9.803045045360968e-3
(3.94e-5, 7.38e-4, 5.00e-5)	(-1.1060713256147007e-4, 1.515314423653754e-6, 1.574901065250471e-20)	-9.803516837693616e-3
(3.94e-5, 7.54e-4, 5.00e-5)	(-8.341262439133488e-5, 1.5724252134229793e-6, 5.740720952613189e-20)	-9.804104540330927e-3
(3.94e-5, 7.70e-4, 5.00e-5)	(-5.498355118097302e-5, 1.6306425993679822e-6, 5.2878668768185513e-20)	-9.80485917265909e-3
(3.94e-5, 7.86e-4, 5.00e-5)	(-2.53233896358198e-5, 1.6890627255942928e-6, 4.639971598961022e-20)	-9.805863464387743e-3
(3.94e-5, 8.02e-4, 5.00e-5)	(5.563526054476498e-6, 1.745819819811211e-6, 5.171031923431063e-20)	-9.807242216755782e-3
(3.94e-5, 8.17e-4, 5.00e-5)	(3.7672582492444444e-5, 1.797086937153261e-6, 4.2851448441659144e-20)	-9.809182632555305e-3
(3.94e-5, 8.33e-4, 5.00e-5)	(7.100126089233526e-5, 1.8365002969929013e-6, 3.616444291935968e-20)	-9.811857237360087e-3
(3.94e-5, 8.49e-4, 5.00e-5)	(1.0555124420098755e-4, 1.8558219057028049e-6, 4.1796651431883904e-20)	-9.815375788991726e-3
(3.94e-5, 8.65e-4, 5.00e-5)	(1.413296648947031e-4, 1.845618158934038e-6, 2.3634802569071348e-20)	-9.819799384722196e-3
(3.94e-5, 8.81e-4, 5.00e-5)	(1.7835026435325941e-4, 1.7958063408537967e-6, -1.02264882467436e-20)	-9.825102457893461e-3
(3.94e-5, 8.97e-4, 5.00e-5)	(2.1663489733509986e-4, 1.6963569828125822e-6, 2.5244569243207356e-20)	-9.831164749458533e-3
