(6.25e-5, 6.59e-4, 5.00e-5)	(4.6567232e2, 3.9747136e-3, -2.7105054e-20, -5.9297570e1, 2.2461042e2, 5.6843419e-14, -3.0629984e-14, 4.3498717e-13, -2.5243549e-29, )	(3.7255295e4, -9.4154367e3, -9.4154367e3, )
(6.25e-5, 6.75e-4, 5.00e-5)	(4.5545915e2, 4.6496795e-3, -2.4690514e-13, -6.4503341e1, 2.0886341e2, -5.6843419e-14, 7.3618430e-14, 4.2953672e-13, -2.5243549e-29, )	(3.6435644e4, -1.0409779e4, -1.0409779e4, )
(6.25e-5, 6.90e-4, 5.00e-5)	(4.4424469e2, -1.2553826e-3, 0.0000000e0, -6.9459845e1, 1.9140821e2, 0.0000000e0, 2.9392308e-14, 3.6351208e-13, 0.0000000e0, )	(3.5536939e4, -1.1304263e4, -1.1304263e4, )
(6.25e-5, 7.06e-4, 5.00e-5)	(4.3202147e2, -7.4484057e-3, 1.2305695e-17, -7.4154908e1, 1.7233463e2, -3.6379788e-12, -2.3173844e-14, -1.3842801e-12, 4.7205437e-27, )	(3.4560448e4, -1.2200757e4, -1.2200757e4, )
(6.25e-5, 7.22e-4, 5.00e-5)	(4.1877785e2, -6.3531082e-3, -2.2701112e-13, -7.8573463e1, 1.5139110e2, 3.4106051e-12, 3.0273411e-13, -1.3668339e-12, 2.0699710e-27, )	(3.3504184e4, -1.3211151e4, -1.3211151e4, )
(6.25e-5, 7.38e-4, 5.00e-5)	(4.0450089e2, -1.3008231e-3, -6.5052130e-19, -8.2665691e1, 1.2831305e2, 0.0000000e0, 2.5508871e-13, 4.1521286e-13, -3.0292259e-28, )	(3.2361295e4, -1.4226796e4, -1.4226796e4, )
(6.25e-5, 7.54e-4, 5.00e-5)	(3.8917708e2, 6.2002970e-3, -2.1684043e-19, -8.6377306e1, 1.0296694e2, -1.1368684e-13, 2.0615644e-13, 4.0958760e-13, -2.0194839e-28, )	(3.1137665e4, -1.5265104e4, -1.5265104e4, )
(6.25e-5, 7.70e-4, 5.00e-5)	(3.7279080e2, 1.2408668e-2, 0.0000000e0, -8.9645861e1, 7.5139977e1, 0.0000000e0, 1.6458271e-13, 3.6250121e-13, 0.0000000e0, )	(2.9823674e4, -1.6348902e4, -1.6348902e4, )
(6.25e-5, 7.86e-4, 5.00e-5)	(3.5532612e2, 9.8700186e-3, -4.3368087e-19, -9.2392056e1, 4.4636738e1, 0.0000000e0, 1.3171874e-13, 2.7195065e-13, 5.0487098e-29, )	(2.8424077e4, -1.7432522e4, -1.7432522e4, )
(6.25e-5, 8.02e-4, 5.00e-5)	(3.3676595e2, -3.4477681e-3, 0.0000000e0, -9.4527431e1, 1.1432131e1, 0.0000000e0, 1.0491568e-13, 1.8894802e-13, 0.0000000e0, )	(2.6934894e4, -1.8440372e4, -1.8440372e4, )
(6.25e-5, 8.17e-4, 5.00e-5)	(3.1709112e2, -1.3206606e-2, 0.0000000e0, -9.5972266e1, -2.4639120e1, 0.0000000e0, 8.0759193e-14, 1.6538924e-13, 0.0000000e0, )	(2.5367520e4, -1.9523570e4, -1.9523570e4, )
(6.25e-5, 8.33e-4, 5.00e-5)	(2.9627614e2, -1.7099952e-2, 0.0000000e0, -9.6622698e1, -6.4002377e1, 0.0000000e0, 5.3467800e-14, 1.4832553e-13, 0.0000000e0, )	(2.3699406e4, -2.0681182e4, -2.0681182e4, )
(6.25e-5, 8.49e-4, 5.00e-5)	(2.7429572e2, -1.8371559e-2, 0.0000000e0, -9.6343137e1, -1.0699635e2, 0.0000000e0, 2.3165280e-14, 1.3861818e-13, 0.0000000e0, )	(2.1945541e4, -2.1840420e4, -2.1840420e4, )
(6.25e-5, 8.65e-4, 5.00e-5)	(2.5111949e2, -1.0772842e-2, 0.0000000e0, -9.4977894e1, -1.5394543e2, 0.0000000e0, 1.3657252e-13, 1.1831001e-13, 0.0000000e0, )	(2.0092463e4, -2.3041829e4, -2.3041829e4, )
(6.25e-5, 8.81e-4, 5.00e-5)	(2.2671454e2, 1.1910010e-2, 0.0000000e0, -9.2341462e1, -2.0533233e2, 0.0000000e0, 1.0518631e-13, 8.7638004e-14, 0.0000000e0, )	(1.8148549e4, -2.4317923e4, -2.4317923e4, )
(6.25e-5, 8.97e-4, 5.00e-5)	(2.0104220e2, 4.8609757e-2, 0.0000000e0, -8.8208995e1, -2.6188366e2, 0.0000000e0, 7.7406730e-14, 6.4423897e-14, 0.0000000e0, )	(1.6095109e4, -2.5757243e4, -2.5757243e4, )
(6.25e-5, 9.13e-4, 5.00e-5)	(1.7406199e2, 7.9233422e-2, 0.0000000e0, -8.2287270e1, -3.2463341e2, 0.0000000e0, 5.1995676e-14, 4.8022732e-14, 0.0000000e0, )	(1.3932514e4, -2.7422489e4, -2.7422489e4, )
(6.25e-5, 9.29e-4, 5.00e-5)	(1.4573190e2, 5.2576187e-2, 0.0000000e0, -7.4193522e1, -3.9447544e2, 0.0000000e0, 2.1307288e-14, 3.8683532e-14, 0.0000000e0, )	(1.1634194e4, -2.9104663e4, -2.9104663e4, )
(6.25e-5, 9.44e-4, 5.00e-5)	(1.1601535e2, -6.7978779e-2, 0.0000000e0, -6.3481652e1, -4.7137420e2, 0.0000000e0, 1.2318234e-13, 2.0369068e-14, 0.0000000e0, )	(9.2296267e3, -3.0355212e4, -3.0355212e4, )
(6.25e-5, 9.60e-4, 5.00e-5)	(8.4870384e1, -2.1295005e-1, 0.0000000e0, -4.9717584e1, -5.5360901e2, 0.0000000e0, 8.9072221e-14, -6.6172851e-15, 0.0000000e0, )	(6.7498968e3, -3.0492041e4, -3.0492041e4, )
(6.25e-5, 9.76e-4, 5.00e-5)	(5.2233497e1, -6.1110686e-2, -6.9388939e-18, -3.2599433e1, -6.4292396e2, 2.8421709e-14, 5.6745920e-14, 2.9503221e-14, -3.1554436e-30, )	(4.3140966e3, -3.2349771e4, -3.2349771e4, )
(6.25e-5, 9.92e-4, 5.00e-5)	(1.7972118e1, 1.9355507e-1, 0.0000000e0, -1.1588717e1, -7.1607318e2, 0.0000000e0, 1.9437993e-14, 6.9424191e-14, 0.0000000e0, )	(1.4628393e3, -1.7278434e4, -1.7278434e4, )
(1.88e-4, 7.94e-6, 5.00e-5)	(1.9876668e1, 5.5254774e2, -2.7613134e-14, 1.7941197e1, -3.6802882e2, 9.5305395e-15, -1.1208918e-15, 1.7298125e-14, -2.2856672e-30, )	(-9.6057628e3, 5.1709241e3, 5.1709241e3, )
(1.88e-4, 2.38e-5, 5.00e-5)	(5.8371316e1, 5.2676142e2, 4.9954942e-14, 5.0879789e1, -3.4261518e2, -5.6669752e-14, -3.2365959e-15, 7.4392505e-15, -5.9600245e-30, )	(-1.1612871e4, 9.2751648e3, 9.2751648e3, )
(1.88e-4, 3.97e-5, 5.00e-5)	(9.5551069e1, 5.0236217e2, 0.0000000e0, 7.8508690e1, -3.1039904e2, -5.6843419e-14, -1.3304507e-14, -5.1410681e-14, 3.9443045e-31, )	(-1.3377968e4, 8.2042633e3, 8.2042633e3, )
(1.88e-4, 5.56e-5, 5.00e-5)	(1.3144481e2, 4.7920291e2, -8.3808390e-14, 1.0149984e2, -2.7865661e2, -3.7811123e-14, -1.8692646e-14, -5.7226193e-14, 3.1019923e-30, )	(-1.5186180e4, 8.0914794e3, 8.0914794e3, )
(1.88e-4, 7.14e-5, 5.00e-5)	(1.6604979e2, 4.5689506e2, -1.7053026e-13, 1.2017097e2, -2.4647370e2, 8.5265128e-14, -2.6351809e-14, -9.2288278e-14, 1.8932662e-29, )	(-1.6935906e4, 7.9069773e3, 7.9069773e3, )
(1.88e-4, 8.73e-5, 5.00e-5)	(1.9935788e2, 4.3530026e2, 4.5490822e-13, 1.3500070e2, -2.1444267e2, -3.2323241e-13, -3.8666469e-14, 8.5525577e-17, 7.6765394e-30, )	(-1.8588091e4, 7.6763086e3, 7.6763086e3, )
(1.88e-4, 1.03e-4, 5.00e-5)	(2.3136169e2, 4.1438504e2, -1.2305337e-14, 1.4649646e2, -1.8300588e2, -1.3334451e-13, -4.9469428e-14, 1.4915617e-13, 5.5384167e-29, )	(-2.0128946e4, 7.4059534e3, 7.4059534e3, )
(1.88e-4, 1.19e-4, 5.00e-5)	(2.6206171e2, 3.9412539e2, -2.8125940e-13, 1.5510811e2, -1.5247876e2, 1.1180284e-13, -7.5012136e-14, 9.8056815e-14, 3.2316027e-29, )	(-2.1579360e4, 7.1142116e3, 7.1142116e3, )
(1.88e-4, 1.35e-4, 5.00e-5)	(2.9146017e2, 3.7445846e2, -1.1368684e-13, 1.6118749e2, -1.2308215e2, -5.6843419e-14, -8.8017324e-14, 4.6561133e-14, 3.1554436e-29, )	(-2.2956079e4, 6.8024526e3, 6.8024526e3, )
(1.88e-4, 1.51e-4, 5.00e-5)	(3.1956121e2, 3.5528231e2, -9.4494626e-14, 1.6499589e2, -9.4793869e1, -5.1441797e-14, -9.5198719e-14, 5.3570961e-14, 3.6870183e-29, )	(-2.4278732e4, 6.5989450e3, 6.5989450e3, )
(1.88e-4, 1.67e-4, 5.00e-5)	(3.4636492e2, 3.3660612e2, -1.5916157e-12, 1.6686270e2, -6.7539156e1, 6.8212103e-13, -5.5991280e-14, -2.8509848e-13, 1.2621774e-28, )	(-2.5466426e4, 6.3837691e3, 6.3837691e3, )
(1.88e-4, 1.83e-4, 5.00e-5)	(3.7188063e2, 3.1844670e2, 1.4779289e-12, 1.6708572e2, -4.1535515e1, -7.3896445e-13, -2.7834903e-14, -3.0795105e-13, 7.5730647e-29, )	(-2.6605038e4, 6.0610905e3, 6.0610905e3, )
(1.88e-4, 1.98e-4, 5.00e-5)	(3.9611380e2, 3.0069903e2, -1.3614313e-13, 1.6580507e2, -1.6952138e1, -1.0937888e-13, -3.0084630e-14, 2.2822072e-14, -6.7373888e-30, )	(-2.7696519e4, 5.7429454e3, 5.7429454e3, )
(1.88e-4, 2.14e-4, 5.00e-5)	(4.1906751e2, 2.8329382e2, 4.3731431e-13, 1.6316712e2, 6.2401097e0, -3.9319234e-13, -3.0439008e-14, 1.6711035e-13, -9.6492014e-29, )	(-2.8724202e4, 5.4417709e3, 5.4417709e3, )
(1.88e-4, 2.30e-4, 5.00e-5)	(4.4074416e2, 2.6620029e2, -1.1357162e-12, 1.5933214e2, 2.8097955e1, 3.6232602e-13, -3.5380121e-14, 1.2044956e-13, -2.0767750e-29, )	(-2.9686242e4, 5.1575326e3, 5.1575326e3, )
(1.88e-4, 2.46e-4, 5.00e-5)	(4.6114766e2, 2.4940822e2, -1.2803060e-13, 1.5445936e2, 4.8667658e1, -3.5130483e-14, -4.6306464e-14, -6.3407154e-14, 1.8066521e-29, )	(-3.0576846e4, 4.8754429e3, 4.8754429e3, )
(1.88e-4, 2.62e-4, 5.00e-5)	(4.8028151e2, 2.3291534e2, -2.3149575e-13, 1.4869672e2, 6.7985150e1, -4.5617709e-14, -4.2401300e-14, -6.6485903e-14, 1.8708376e-29, )	(-3.1402135e4, 4.5970557e3, 4.5970557e3, )
(1.88e-4, 2.78e-4, 5.00e-5)	(4.9814965e2, 2.1671904e2, -6.1085390e-13, 1.4217447e2, 8.5708988e1, 7.8522820e-14, -3.2936476e-14, -1.1879722e-13, 3.0241894e-29, )	(-3.2161767e4, 4.0770415e3, 4.0770415e3, )
(1.88e-4, 2.94e-4, 5.00e-5)	(5.1475572e2, 2.0072438e2, -3.4106051e-12, 1.3491476e2, 1.0149786e2, 1.1368684e-12, -1.7816839e-14, -7.2074998e-13, 5.6797985e-28, )	(-3.2920073e4, 3.5652006e3, 3.5652006e3, )
(1.88e-4, 3.10e-4, 5.00e-5)	(5.3010710e2, 1.8483744e2, 4.3135990e-12, 1.2692835e2, 1.1576665e2, -1.3424636e-12, -6.6962848e-14, -5.7279516e-13, -6.4374637e-28, )	(-3.3615507e4, 3.3045251e3, 3.3045251e3, )
(1.88e-4, 3.25e-4, 5.00e-5)	(5.4420984e2, 1.6905693e2, 0.0000000e0, 1.1830947e2, 1.2889539e2, 0.0000000e0, -1.2251425e-13, 1.3088886e-13, 5.0487098e-29, )	(-3.4252158e4, 3.0360205e3, 3.0360205e3, )
(1.88e-4, 3.41e-4, 5.00e-5)	(5.5706995e2, 1.5337590e2, -2.1459245e-12, 1.0913846e2, 1.4087004e2, 3.8061606e-13, -1.1096888e-13, -1.7240020e-13, 8.4257023e-28, )	(-3.4830668e4, 2.7664028e3, 2.7664028e3, )
(1.88e-4, 3.57e-4, 5.00e-5)	(5.6869202e2, 1.3778603e2, 5.3222062e-12, 9.9487016e1, 1.5168240e2, -1.2111863e-12, -3.8670798e-14, 3.2443794e-13, -6.9155275e-29, )	(-3.5352427e4, 2.4902533e3, 2.4902533e3, )
(1.88e-4, 3.73e-4, 5.00e-5)	(5.7908062e2, 1.2227715e2, 4.5474735e-13, 8.9418655e1, 1.6134681e2, 1.4210855e-13, -7.9321241e-14, 1.1451929e-12, 1.1864468e-27, )	(-3.5818298e4, 2.2258955e3, 2.2258955e3, )
(1.88e-4, 3.89e-4, 5.00e-5)	(5.8823912e2, 1.0684385e2, -4.3818561e-12, 7.8996216e1, 1.6988251e2, 8.4596549e-13, 4.2187494e-14, 5.4498493e-13, -3.9519207e-30, )	(-3.6225411e4, 1.9570218e3, 1.9570218e3, )
(1.88e-4, 4.05e-4, 5.00e-5)	(5.9617087e2, 9.1479866e1, -4.5474735e-12, 6.8276893e1, 1.7726762e2, 5.9685590e-13, 5.9901529e-14, -6.7952151e-13, 8.8352421e-29, )	(-3.6578189e4, 1.6729004e3, 1.6729004e3, )
(1.88e-4, 4.21e-4, 5.00e-5)	(6.0287821e2, 7.6173053e1, 5.2767713e-14, 5.7307936e1, 1.8349545e2, -1.7918954e-13, -2.1286658e-14, -1.2737686e-12, 1.0281471e-27, )	(-3.6876874e4, 1.3939785e3, 1.3939785e3, )
(1.88e-4, 4.37e-4, 5.00e-5)	(6.0836357e2, 6.0914011e1, 4.2299282e-12, 4.6135953e1, 1.8858321e2, -5.3098207e-13, 3.2767256e-14, -6.6338701e-13, -4.5018856e-28, )	(-3.7120292e4, 1.1156913e3, 1.1156913e3, )
(1.88e-4, 4.52e-4, 5.00e-5)	(6.1262852e2, 4.5693235e1, 2.2737368e-13, 3.4804713e1, 1.9253744e2, -2.8421709e-14, 8.6318386e-14, 1.4165743e-15, 5.0487098e-29, )	(-3.7310343e4, 8.3645083e2, 8.3645083e2, )
(1.88e-4, 4.68e-4, 5.00e-5)	(6.1567463e2, 3.0500607e1, -6.8212103e-13, 2.3355214e1, 1.9536339e2, 2.1316282e-14, 8.6000072e-14, -2.5748184e-14, 5.0487098e-29, )	(-3.7446054e4, 5.5789065e2, 5.5789065e2, )
(1.88e-4, 4.84e-4, 5.00e-5)	(6.1750254e2, 1.5326116e1, 5.2488212e-13, 1.1826986e1, 1.9706653e2, -1.2131796e-14, 5.4376586e-14, -5.5520380e-14, -2.3566225e-29, )	(-3.7528720e4, 2.7950549e2, 2.7950549e2, )
(1.88e-4, 5.00e-4, 5.00e-5)	(6.1811289e2, 1.6087987e-1, 0.0000000e0, 2.5967180e-1, 1.9765344e2, 0.0000000e0, 6.2844030e-14, -2.7776155e-14, 0.0000000e0, )	(-3.7556566e4, 3.3889527e0, 3.3889527e0, )
(1.88e-4, 5.16e-4, 5.00e-5)	(6.1750558e2, -1.5001752e1, -4.5474735e-13, -1.1305373e1, 1.9712344e2, 7.1054274e-15, 4.7794995e-14, -7.2102124e-14, 0.0000000e0, )	(-3.7530088e4, -2.7646432e2, -2.7646432e2, )
(1.88e-4, 5.32e-4, 5.00e-5)	(6.1568056e2, -3.0170633e1, -6.1133292e-13, -2.2829071e1, 1.9546596e2, 7.0081780e-15, 3.7681785e-14, -1.1668300e-13, 7.3313630e-29, )	(-3.7450265e4, -5.5945911e2, -5.5945911e2, )
(1.88e-4, 5.48e-4, 5.00e-5)	(6.1263693e2, -4.5356465e1, 8.8675733e-12, -3.4273756e1, 1.9267770e2, 6.3948846e-13, 3.0654295e-14, 1.0713173e-12, -2.8272775e-27, )	(-3.7317250e4, -8.4043860e2, -8.4043860e2, )
